Date,Product,Menu,Type,Price,Unit,Total
2021-03-24,醤油チキンライス,テイクアウト,ご飯,972,4,3888
2021-03-24,ﾃｨﾌｨﾝﾗﾝﾁ,ランチメニュー,ご飯,990,6,5940
2021-03-24,テータリック,ランチメニュー,セットドリンク,165,12,1980
2021-03-24,ミロ,ランチメニュー,セットドリンク,165,1,165
2021-03-24,ﾆﾝﾆｸ味茹で豚,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,1,770
2021-03-24,ホワイト単品,アフタヌーンティー,単品,429,4,1716
2021-03-24,全粒粉単品,アフタヌーンティー,単品,495,3,1485
2021-03-24,シフォンケーキ単品,アフタヌーンティー,単品,550,1,550
2021-03-24,コーヒー,アフタヌーンティー,セットドリンク,165,4,660
2021-03-24,テータリック,アフタヌーンティー,セットドリンク,165,1,165
2021-03-24,替玉,ディナーメニュー,麺,220,1,220
2021-03-24,ライムティー,ディナーメニュー,ドリンク,495,3,1485
2021-03-24,ライムティー,アフタヌーンティー,セットドリンク,385,1,385
2021-03-24,擂茶,ランチメニュー,ご飯,1100,5,5500
2021-03-24,擂茶,テイクアウト,弁当,1080,2,2160
2021-03-25,エビ麺,ランチメニュー,麺,1210,3,3630
2021-03-25,カレーラクサ麺,ランチメニュー,麺,990,1,990
2021-03-25,ナシレマッ,ランチメニュー,ご飯,990,4,3960
2021-03-25,醤油チキンライス,ランチメニュー,ご飯,990,1,990
2021-03-25,紅茶,ランチメニュー,セットドリンク,165,1,165
2021-03-25,コーヒー,ランチメニュー,セットドリンク,165,3,495
2021-03-25,ハイボールｿｰﾀﾞ割り,ディナーメニュー,アルコール,495,1,495
2021-03-25,ﾃｨﾌｨﾝﾗﾝﾁ,ランチメニュー,ご飯,990,3,2970
2021-03-25,テータリック,ランチメニュー,セットドリンク,165,4,660
2021-03-25,ミロ,ランチメニュー,セットドリンク,165,1,165
2021-03-25,緑茶,ランチメニュー,セットドリンク,165,1,165
2021-03-25,ホワイト単品,アフタヌーンティー,単品,429,1,429
2021-03-25,全粒粉単品,アフタヌーンティー,単品,495,3,1485
2021-03-25,テータリック,アフタヌーンティー,セットドリンク,165,2,330
2021-03-25,ミロ,アフタヌーンティー,セットドリンク,165,1,165
2021-03-25,擂茶,ランチメニュー,ご飯,1100,5,5500
2021-03-25,タンブラーバッグ,雑貨,トートバッグ,759,1,759
2021-03-26,エビ麺,ランチメニュー,麺,1210,1,1210
2021-03-26,カレーラクサ麺,ランチメニュー,麺,990,8,7920
2021-03-26,ナシレマッ,ランチメニュー,ご飯,990,8,7920
2021-03-26,醤油チキンライス,ランチメニュー,ご飯,990,3,2970
2021-03-26,紅茶,ランチメニュー,セットドリンク,165,1,165
2021-03-26,コーヒー,ランチメニュー,セットドリンク,165,2,330
2021-03-26,エビ麺,ディナーメニュー,麺,1430,2,2860
2021-03-26,カレーラクサ麺,ディナーメニュー,麺,1210,2,2420
2021-03-26,南乳唐揚げ豚,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,1,770
2021-03-26,手羽先の塩卵唐揚げ,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,1,770
2021-03-26,チキンライス,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,220,1,220
2021-03-26,ﾊﾟﾝﾀﾞﾝｼﾌｫﾝｹｰｷ,ディナーメニュー,デザート,550,1,550
2021-03-26,コーラ,ディナーメニュー,ドリンク,330,1,330
2021-03-26,ミロ,ディナーメニュー,ドリンク,385,2,770
2021-03-26,カレーラクサ麺,テイクアウト,麺,972,1,972
2021-03-26,醤油チキンライス,テイクアウト,ご飯,972,1,972
2021-03-26,ﾃｨﾌｨﾝﾗﾝﾁ,ランチメニュー,ご飯,990,6,5940
2021-03-26,テータリック,ランチメニュー,セットドリンク,165,10,1650
2021-03-26,ミロ,ランチメニュー,セットドリンク,165,1,165
2021-03-26,ﾊﾟﾝﾀﾞﾝｼﾌｫﾝｹｰｷ,テイクアウト,デザート,540,1,540
2021-03-26,ホワイト単品,アフタヌーンティー,単品,429,6,2574
2021-03-26,テータリック,アフタヌーンティー,セットドリンク,165,3,495
2021-03-26,ダルゴナコーヒー,アフタヌーンティー,セットドリンク,385,1,385
2021-03-26,擂茶,ランチメニュー,ご飯,1100,5,5500
2021-03-27,エビ麺,ディナーメニュー,麺,1430,13,18590
2021-03-27,カレーラクサ麺,ディナーメニュー,麺,1210,13,15730
2021-03-27,ナシレマッ,ディナーメニュー,ご飯,1210,12,14520
2021-03-27,醤油チキンライス,ディナーメニュー,ご飯,1210,9,10890
2021-03-27,野菜春雨炒め,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,2,1540
2021-03-27,南乳唐揚げ豚,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,9,6930
2021-03-27,手羽先の塩卵唐揚げ,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,4,3080
2021-03-27,揚げ春巻き,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,3,2310
2021-03-27,揚げ饅頭ｶﾚｰﾁｷﾝ付,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,3,2310
2021-03-27,チキンライス,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,220,4,880
2021-03-27,ココナッツライス,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,220,2,440
2021-03-27,ﾊﾟﾝﾀﾞﾝｼﾌｫﾝｹｰｷ,ディナーメニュー,デザート,550,3,1650
2021-03-27,テータリック,ディナーメニュー,ドリンク,385,12,4620
2021-03-27,コーヒー,ディナーメニュー,ドリンク,385,1,385
2021-03-27,ビール,ディナーメニュー,アルコール,495,3,1485
2021-03-27,ハイボールｿｰﾀﾞ割り,ディナーメニュー,アルコール,495,1,495
2021-03-27,ミロ,ディナーメニュー,ドリンク,385,2,770
2021-03-27,緑茶,ディナーメニュー,ドリンク,330,3,990
2021-03-27,タイガービール瓶,ディナーメニュー,アルコール,660,9,5940
2021-03-27,カールスバーグ瓶,ディナーメニュー,アルコール,440,1,440
2021-03-27,マレーシア・マリング,ディナーメニュー,アルコール,605,1,605
2021-03-27,ｶﾎﾞﾁｬﾉひき肉和え,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,3,2310
2021-03-27,ﾆﾝﾆｸ味茹で豚,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,1,770
2021-03-27,肉詰め厚揚げ,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,3,2310
2021-03-27,ホワイト単品,アフタヌーンティー,単品,429,13,5577
2021-03-27,全粒粉単品,アフタヌーンティー,単品,495,8,3960
2021-03-27,シフォンケーキ単品,アフタヌーンティー,単品,550,4,2200
2021-03-27,紅茶,アフタヌーンティー,セットドリンク,165,1,165
2021-03-27,コーヒー,アフタヌーンティー,セットドリンク,165,3,495
2021-03-27,テータリック,アフタヌーンティー,セットドリンク,165,12,1980
2021-03-27,ホワイト単品,テイクアウト,弁当,421,1,421
2021-03-27,替玉,ディナーメニュー,麺,220,3,660
2021-03-27,ライムティー,ディナーメニュー,ドリンク,495,11,5445
2021-03-27,ライムティー,アフタヌーンティー,セットドリンク,385,2,770
2021-03-27,ダルゴナコーヒー,ディナーメニュー,ドリンク,550,1,550
2021-03-27,擂茶,ディナーメニュー,ご飯,1320,6,7920
2021-03-29,エビ麺,ランチメニュー,麺,1210,1,1210
2021-03-29,カレーラクサ麺,ランチメニュー,麺,990,6,5940
2021-03-29,ナシレマッ,ランチメニュー,ご飯,990,4,3960
2021-03-29,醤油チキンライス,ランチメニュー,ご飯,990,2,1980
2021-03-29,紅茶,ランチメニュー,セットドリンク,165,1,165
2021-03-29,コーヒー,ランチメニュー,セットドリンク,165,3,495
2021-03-29,エビ麺,ディナーメニュー,麺,1430,1,1430
2021-03-29,カレーラクサ麺,ディナーメニュー,麺,1210,2,2420
2021-03-29,ナシレマッ,ディナーメニュー,ご飯,1210,2,2420
2021-03-29,野菜春雨炒め,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,1,770
2021-03-29,手羽先の塩卵唐揚げ,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,1,770
2021-03-29,揚げ春巻き,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,1,770
2021-03-29,テータリック,ディナーメニュー,ドリンク,385,3,1155
2021-03-29,タイガービール瓶,ディナーメニュー,アルコール,660,1,660
2021-03-29,ナシレマッ,テイクアウト,ご飯,972,1,972
2021-03-29,醤油チキンライス,テイクアウト,ご飯,972,1,972
2021-03-29,ﾃｨﾌｨﾝﾗﾝﾁ,ランチメニュー,ご飯,990,4,3960
2021-03-29,テータリック,ランチメニュー,セットドリンク,165,7,1155
2021-03-29,ミロ,ランチメニュー,セットドリンク,165,1,165
2021-03-29,ｶﾎﾞﾁｬﾉひき肉和え,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,1,770
2021-03-29,ホワイト単品,アフタヌーンティー,単品,429,4,1716
2021-03-29,全粒粉単品,アフタヌーンティー,単品,495,2,990
2021-03-29,シフォンケーキ単品,アフタヌーンティー,単品,550,1,550
2021-03-29,紅茶,アフタヌーンティー,セットドリンク,165,2,330
2021-03-29,オレンジジュース,アフタヌーンティー,セットドリンク,165,1,165
2021-03-29,テータリック,アフタヌーンティー,セットドリンク,165,1,165
2021-03-29,ミロ,アフタヌーンティー,セットドリンク,165,2,330
2021-03-29,ホワイト単品,テイクアウト,弁当,421,1,421
2021-03-29,全粒粉単品,テイクアウト,弁当,486,1,486
2021-03-29,ドラゴンフルーツシャーベット,ディナーメニュー,デザート,385,1,385
2021-03-29,テータリック,テイクアウト,ドリンク単品,378,1,378
2021-03-29,ライムティー,ディナーメニュー,ドリンク,495,2,990
2021-03-29,ダルゴナコーヒー,テイクアウト,ドリンク単品,540,1,540
2021-03-29,擂茶,ランチメニュー,ご飯,1100,5,5500
2021-03-29,擂茶,ディナーメニュー,ご飯,1320,1,1320
2021-03-30,エビ麺,ランチメニュー,麺,1210,1,1210
2021-03-30,カレーラクサ麺,ランチメニュー,麺,990,3,2970
2021-03-30,ナシレマッ,ランチメニュー,ご飯,990,6,5940
2021-03-30,コーヒー,ランチメニュー,セットドリンク,165,1,165
2021-03-30,エビ麺,ディナーメニュー,麺,1430,1,1430
2021-03-30,ナシレマッ,ディナーメニュー,ご飯,1210,1,1210
2021-03-30,醤油チキンライス,ディナーメニュー,ご飯,1210,2,2420
2021-03-30,野菜春雨炒め,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,1,770
2021-03-30,南乳唐揚げ豚,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,1,770
2021-03-30,ﾊﾟﾝﾀﾞﾝｼﾌｫﾝｹｰｷ,ディナーメニュー,デザート,550,1,550
2021-03-30,テータリック,ディナーメニュー,ドリンク,385,1,385
2021-03-30,ミロ,ディナーメニュー,ドリンク,385,1,385
2021-03-30,緑茶,ディナーメニュー,ドリンク,330,1,330
2021-03-30,ｼﾝｶﾞﾎﾟｰﾙ・ｽﾘﾝｸﾞ,ディナーメニュー,アルコール,605,1,605
2021-03-30,ﾃｨﾌｨﾝﾗﾝﾁ,ランチメニュー,ご飯,990,4,3960
2021-03-30,テータリック,ランチメニュー,セットドリンク,165,6,990
2021-03-30,ｶﾎﾞﾁｬﾉひき肉和え,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,1,770
2021-03-30,ホワイト単品,アフタヌーンティー,単品,429,1,429
2021-03-30,紅茶,アフタヌーンティー,セットドリンク,165,1,165
2021-03-30,ホワイト単品,テイクアウト,弁当,421,2,842
2021-03-30,シフォンケーキ元用,テイクアウト,弁当,540,1,540
2021-03-30,ライムティー,ディナーメニュー,ドリンク,495,2,990
2021-03-30,擂茶,ランチメニュー,ご飯,1100,3,3300
2021-03-30,擂茶,ディナーメニュー,ご飯,1320,1,1320
2021-03-31,エビ麺,ランチメニュー,麺,1210,4,4840
2021-03-31,カレーラクサ麺,ランチメニュー,麺,990,3,2970
2021-03-31,ナシレマッ,ランチメニュー,ご飯,990,5,4950
2021-03-31,醤油チキンライス,ランチメニュー,ご飯,990,6,5940
2021-03-31,紅茶,ランチメニュー,セットドリンク,165,1,165
2021-03-31,エビ麺,ディナーメニュー,麺,1430,1,1430
2021-03-31,カレーラクサ麺,ディナーメニュー,麺,1210,4,4840
2021-03-31,ナシレマッ,ディナーメニュー,ご飯,1210,3,3630
2021-03-31,野菜春雨炒め,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,2,1540
2021-03-31,南乳唐揚げ豚,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,1,770
2021-03-31,茹で野菜自家製ソース,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,1,770
2021-03-31,揚げ春巻き,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,1,770
2021-03-31,ﾊﾟﾝﾀﾞﾝｼﾌｫﾝｹｰｷ,ディナーメニュー,デザート,550,2,1100
2021-03-31,テータリック,ディナーメニュー,ドリンク,385,2,770
2021-03-31,ビール,ディナーメニュー,アルコール,495,5,2475
2021-03-31,ミロ,ディナーメニュー,ドリンク,385,1,385
2021-03-31,カールスバーグ瓶,ディナーメニュー,アルコール,440,1,440
2021-03-31,ナシレマッ,テイクアウト,ご飯,972,1,972
2021-03-31,ﾃｨﾌｨﾝﾗﾝﾁ,ランチメニュー,ご飯,990,4,3960
2021-03-31,テータリック,ランチメニュー,セットドリンク,165,8,1320
2021-03-31,ｶﾎﾞﾁｬﾉひき肉和え,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,1,770
2021-03-31,肉詰め厚揚げ,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,1,770
2021-03-31,ホワイト単品,アフタヌーンティー,単品,429,3,1287
2021-03-31,シフォンケーキ単品,アフタヌーンティー,単品,550,1,550
2021-03-31,コーヒー,アフタヌーンティー,セットドリンク,165,1,165
2021-03-31,テータリック,アフタヌーンティー,セットドリンク,165,2,330
2021-03-31,ホワイト単品,テイクアウト,弁当,421,1,421
2021-03-31,ドラゴンフルーツシャーベット,ディナーメニュー,デザート,385,1,385
2021-03-31,替玉,ディナーメニュー,麺,220,1,220
2021-03-31,ライムティー,ディナーメニュー,ドリンク,495,1,495
2021-03-31,擂茶,ランチメニュー,ご飯,1100,7,7700
2021-03-31,トートバッグ（ﾅｼﾚﾏｯ）,雑貨,トートバッグ,1639,1,1639
2021-04-01,エビ麺,ランチメニュー,麺,1210,4,4840
2021-04-01,カレーラクサ麺,ランチメニュー,麺,990,3,2970
2021-04-01,ナシレマッ,ランチメニュー,ご飯,990,10,9900
2021-04-01,醤油チキンライス,ランチメニュー,ご飯,990,5,4950
2021-04-01,コーヒー,ランチメニュー,セットドリンク,165,5,825
2021-04-01,カレーラクサ麺,ディナーメニュー,麺,1210,5,6050
2021-04-01,ナシレマッ,ディナーメニュー,ご飯,1210,4,4840
2021-04-01,茹で野菜自家製ソース,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,1,770
2021-04-01,揚げ春巻き,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,1,770
2021-04-01,コーヒー,ディナーメニュー,ドリンク,385,4,1540
2021-04-01,ミロ,ディナーメニュー,ドリンク,385,1,385
2021-04-01,タイガービール瓶,ディナーメニュー,アルコール,660,1,660
2021-04-01,カールスバーグ瓶,ディナーメニュー,アルコール,440,4,1760
2021-04-01,梅酒果実入りホット,ディナーメニュー,アルコール,440,1,440
2021-04-01,白グラスワイン,ディナーメニュー,アルコール,605,1,605
2021-04-01,ﾃｨﾌｨﾝﾗﾝﾁ,ランチメニュー,ご飯,990,5,4950
2021-04-01,テータリック,ランチメニュー,セットドリンク,165,4,660
2021-04-01,緑茶,ランチメニュー,セットドリンク,165,1,165
2021-04-01,肉詰め厚揚げ,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,1,770
2021-04-01,ﾊﾟﾝﾀﾞﾝｼﾌｫﾝｹｰｷ,テイクアウト,デザート,540,4,2160
2021-04-01,全粒粉単品,アフタヌーンティー,単品,495,1,495
2021-04-01,シフォンケーキ単品,アフタヌーンティー,単品,550,2,1100
2021-04-01,ミロ,アフタヌーンティー,セットドリンク,165,1,165
2021-04-01,全粒粉単品,テイクアウト,弁当,486,1,486
2021-04-01,シフォンケーキ元用,テイクアウト,弁当,540,1,540
2021-04-01,替玉,ディナーメニュー,麺,220,2,440
2021-04-01,ライムティー,ディナーメニュー,ドリンク,495,5,2475
2021-04-01,ダルゴナコーヒー,ディナーメニュー,ドリンク,550,1,550
2021-04-01,擂茶,ランチメニュー,ご飯,1100,5,5500
2021-04-01,タンブラーバッグ,雑貨,トートバッグ,759,2,1518
2021-04-01,黒ゴマのお汁粉芝麻糊,ディナーメニュー,デザート,400,1,400
2021-04-01,ピサン・ゴレン,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,2,1540
2021-04-01,フルーツ・ロジャ,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,1,770
2021-04-01,揚げワンタン,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,2,1540
2021-04-01,スープパンミー,ディナーメニュー,麺,1320,5,6600
2021-04-01,スープパンミー,ランチメニュー,麺,1100,7,7700
2021-04-01,スープパンミー,テイクアウト,弁当,1080,2,2160
2021-04-02,エビ麺,ランチメニュー,麺,1210,1,1210
2021-04-02,カレーラクサ麺,ランチメニュー,麺,990,1,990
2021-04-02,醤油チキンライス,ランチメニュー,ご飯,990,4,3960
2021-04-02,ナシレマッ,ディナーメニュー,ご飯,1210,1,1210
2021-04-02,野菜春雨炒め,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,1,770
2021-04-02,揚げ春巻き,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,1,770
2021-04-02,揚げ饅頭ｶﾚｰﾁｷﾝ付,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,1,770
2021-04-02,ココナッツライス,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,220,1,220
2021-04-02,仙草ゼリー,ディナーメニュー,デザート,385,1,385
2021-04-02,テータリック,ディナーメニュー,ドリンク,385,4,1540
2021-04-02,カールスバーグ瓶,ディナーメニュー,アルコール,440,1,440
2021-04-02,ｼﾝｶﾞﾎﾟｰﾙ・ｽﾘﾝｸﾞ,ディナーメニュー,アルコール,605,1,605
2021-04-02,白グラスワイン,ディナーメニュー,アルコール,605,2,1210
2021-04-02,ナシレマッ,テイクアウト,ご飯,972,1,972
2021-04-02,ﾃｨﾌｨﾝﾗﾝﾁ,ランチメニュー,ご飯,990,5,4950
2021-04-02,肉詰め厚揚げ,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,1,770
2021-04-02,ホワイト単品,アフタヌーンティー,単品,429,1,429
2021-04-02,全粒粉単品,アフタヌーンティー,単品,495,1,495
2021-04-02,擂茶,ランチメニュー,ご飯,1100,2,2200
2021-04-02,擂茶,テイクアウト,弁当,1080,2,2160
2021-04-02,トートバッグ（ﾅｼﾚﾏｯ）,雑貨,トートバッグ,1639,1,1639
2021-04-02,黒ゴマのお汁粉芝麻糊,ディナーメニュー,デザート,400,3,1200
2021-04-02,ピーナッツのお汁粉花生糊,ディナーメニュー,デザート,400,1,400
2021-04-02,フルーツ・ロジャ,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,1,770
2021-04-02,揚げワンタン,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,2,1540
2021-04-02,スープパンミー,ディナーメニュー,麺,1320,4,5280
2021-04-02,スープパンミー,ランチメニュー,麺,1100,6,6600
2021-04-02,スープパンミー,テイクアウト,弁当,1080,1,1080
2021-04-03,エビ麺,ディナーメニュー,麺,1430,3,4290
2021-04-03,カレーラクサ麺,ディナーメニュー,麺,1210,3,3630
2021-04-03,ナシレマッ,ディナーメニュー,ご飯,1210,3,3630
2021-04-03,醤油チキンライス,ディナーメニュー,ご飯,1210,3,3630
2021-04-03,仙草ゼリー,ディナーメニュー,デザート,385,1,385
2021-04-03,ﾊﾟﾝﾀﾞﾝｼﾌｫﾝｹｰｷ,ディナーメニュー,デザート,550,1,550
2021-04-03,テータリック,ディナーメニュー,ドリンク,385,2,770
2021-04-03,紅茶,ディナーメニュー,ドリンク,385,1,385
2021-04-03,コーヒー,ディナーメニュー,ドリンク,385,1,385
2021-04-03,オレンジジュース,ディナーメニュー,ドリンク,330,1,330
2021-04-03,タイガービール瓶,ディナーメニュー,アルコール,660,1,660
2021-04-03,ホワイト単品,アフタヌーンティー,単品,429,3,1287
2021-04-03,全粒粉単品,アフタヌーンティー,単品,495,3,1485
2021-04-03,シフォンケーキ単品,アフタヌーンティー,単品,550,3,1650
2021-04-03,コーヒー,アフタヌーンティー,セットドリンク,165,1,165
2021-04-03,テータリック,アフタヌーンティー,セットドリンク,165,3,495
2021-04-03,緑茶,アフタヌーンティー,セットドリンク,165,1,165
2021-04-03,替玉,ディナーメニュー,麺,220,1,220
2021-04-03,ライムティー,ディナーメニュー,ドリンク,495,4,1980
2021-04-03,ダルゴナコーヒー,ディナーメニュー,ドリンク,550,1,550
2021-04-03,擂茶,ディナーメニュー,ご飯,1320,1,1320
2021-04-03,黒ゴマのお汁粉芝麻糊,ディナーメニュー,デザート,400,2,800
2021-04-03,ピーナッツのお汁粉花生糊,ディナーメニュー,デザート,400,1,400
2021-04-03,ピサン・ゴレン,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,1,770
2021-04-03,フルーツ・ロジャ,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,1,770
2021-04-03,揚げワンタン,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,3,2310
2021-04-03,スープパンミー,ディナーメニュー,麺,1320,10,13200
2021-04-06,エビ麺,ランチメニュー,麺,1210,3,3630
2021-04-06,カレーラクサ麺,ランチメニュー,麺,990,1,990
2021-04-06,ナシレマッ,ランチメニュー,ご飯,990,2,1980
2021-04-06,醤油チキンライス,ランチメニュー,ご飯,990,2,1980
2021-04-06,紅茶,ランチメニュー,セットドリンク,165,1,165
2021-04-06,仙草ゼリー,ディナーメニュー,デザート,385,1,385
2021-04-06,ビール,ディナーメニュー,アルコール,495,1,495
2021-04-06,カールスバーグ瓶,ディナーメニュー,アルコール,440,1,440
2021-04-06,ﾃｨﾌｨﾝﾗﾝﾁ,ランチメニュー,ご飯,990,2,1980
2021-04-06,テータリック,ランチメニュー,セットドリンク,165,4,660
2021-04-06,ミロ,ランチメニュー,セットドリンク,165,1,165
2021-04-06,ホワイト単品,アフタヌーンティー,単品,429,2,858
2021-04-06,全粒粉単品,テイクアウト,弁当,486,1,486
2021-04-06,ライムティー,ディナーメニュー,ドリンク,495,1,495
2021-04-06,ダルゴナコーヒー,ディナーメニュー,ドリンク,550,1,550
2021-04-06,擂茶,ランチメニュー,ご飯,1100,3,3300
2021-04-06,スープパンミー,ランチメニュー,麺,1100,8,8800
2021-04-06,スープパンミー,テイクアウト,弁当,1080,1,1080
2021-04-07,エビ麺,ランチメニュー,麺,1210,1,1210
2021-04-07,カレーラクサ麺,ランチメニュー,麺,990,8,7920
2021-04-07,ナシレマッ,ランチメニュー,ご飯,990,4,3960
2021-04-07,醤油チキンライス,ランチメニュー,ご飯,990,2,1980
2021-04-07,コーヒー,ランチメニュー,セットドリンク,165,4,660
2021-04-07,カールスバーグ瓶,ディナーメニュー,アルコール,440,2,880
2021-04-07,カレーラクサ麺,テイクアウト,麺,972,1,972
2021-04-07,ﾃｨﾌｨﾝﾗﾝﾁ,ランチメニュー,ご飯,990,2,1980
2021-04-07,テータリック,ランチメニュー,セットドリンク,165,8,1320
2021-04-07,ミロ,ランチメニュー,セットドリンク,165,1,165
2021-04-07,擂茶,ランチメニュー,ご飯,1100,2,2200
2021-04-07,擂茶,ディナーメニュー,ご飯,1320,1,1320
2021-04-07,スープパンミー,ランチメニュー,麺,1100,6,6600
2021-04-08,エビ麺,ランチメニュー,麺,1210,2,2420
2021-04-08,カレーラクサ麺,ランチメニュー,麺,990,1,990
2021-04-08,ナシレマッ,ランチメニュー,ご飯,990,5,4950
2021-04-08,醤油チキンライス,ランチメニュー,ご飯,990,4,3960
2021-04-08,紅茶,ランチメニュー,セットドリンク,165,1,165
2021-04-08,コーヒー,ランチメニュー,セットドリンク,165,6,990
2021-04-08,ﾊﾟﾝﾀﾞﾝｼﾌｫﾝｹｰｷ,ディナーメニュー,デザート,550,2,1100
2021-04-08,テータリック,ディナーメニュー,ドリンク,385,3,1155
2021-04-08,紅茶,ディナーメニュー,ドリンク,385,1,385
2021-04-08,コーヒー,ディナーメニュー,ドリンク,385,1,385
2021-04-08,エビ麺,テイクアウト,麺,1188,1,1188
2021-04-08,カレーラクサ麺,テイクアウト,麺,972,1,972
2021-04-08,ﾃｨﾌｨﾝﾗﾝﾁ,ランチメニュー,ご飯,990,6,5940
2021-04-08,テータリック,ランチメニュー,セットドリンク,165,5,825
2021-04-08,ホワイト単品,アフタヌーンティー,単品,429,2,858
2021-04-08,ミロ,アフタヌーンティー,セットドリンク,165,1,165
2021-04-08,ライムティー,ディナーメニュー,ドリンク,495,2,990
2021-04-08,擂茶,ランチメニュー,ご飯,1100,2,2200
2021-04-08,擂茶,テイクアウト,弁当,1080,1,1080
2021-04-08,黒ゴマのお汁粉芝麻糊,ディナーメニュー,デザート,400,1,400
2021-04-08,ピーナッツのお汁粉花生糊,ディナーメニュー,デザート,400,1,400
2021-04-08,スープパンミー,ディナーメニュー,麺,1320,1,1320
2021-04-08,スープパンミー,ランチメニュー,麺,1100,6,6600
2021-04-09,エビ麺,ランチメニュー,麺,1210,2,2420
2021-04-09,カレーラクサ麺,ランチメニュー,麺,990,4,3960
2021-04-09,ナシレマッ,ランチメニュー,ご飯,990,3,2970
2021-04-09,醤油チキンライス,ランチメニュー,ご飯,990,3,2970
2021-04-09,コーヒー,ランチメニュー,セットドリンク,165,1,165
2021-04-09,エビ麺,ディナーメニュー,麺,1430,1,1430
2021-04-09,カレーラクサ麺,ディナーメニュー,麺,1210,1,1210
2021-04-09,ナシレマッ,ディナーメニュー,ご飯,1210,3,3630
2021-04-09,手羽先の塩卵唐揚げ,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,2,1540
2021-04-09,揚げ饅頭ｶﾚｰﾁｷﾝ付,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,1,770
2021-04-09,ﾊﾟﾝﾀﾞﾝｼﾌｫﾝｹｰｷ,ディナーメニュー,デザート,550,1,550
2021-04-09,紅茶,ディナーメニュー,ドリンク,385,1,385
2021-04-09,ビール,ディナーメニュー,アルコール,495,2,990
2021-04-09,カールスバーグ瓶,ディナーメニュー,アルコール,440,1,440
2021-04-09,ナシレマッ,テイクアウト,ご飯,972,2,1944
2021-04-09,醤油チキンライス,テイクアウト,ご飯,972,1,972
2021-04-09,ﾃｨﾌｨﾝﾗﾝﾁ,ランチメニュー,ご飯,990,4,3960
